iter	Logloss
113	0.2861592998
114	0.2860168259
115	0.2858788356
116	0.2857754268
117	0.2856647167
118	0.285509582
119	0.285406666
120	0.2852611514
121	0.2851667223
122	0.285067992
123	0.2849494564
124	0.2845794732
125	0.284506362
126	0.2844376048
127	0.2843033912
128	0.2837892768
129	0.2836381741
130	0.2835498847
131	0.2834526136
132	0.2831751574
133	0.2829267151
134	0.2828452905
135	0.2827023255
136	0.2826372703
137	0.2825084279
138	0.2824002215
139	0.2823127213
140	0.2822393876
141	0.2820242481
142	0.2818722614
143	0.281735267
144	0.2816707841
145	0.281576118
146	0.281445171
147	0.2813359353
148	0.2812086914
149	0.2810028289
150	0.2809680442
151	0.280819909
152	0.2807360992
153	0.2806206498
154	0.2805122357
155	0.2803828747
156	0.2803507059
157	0.2802632157
158	0.2800992805
159	0.2800243806
160	0.2799546679
161	0.2798476772
162	0.2797782205
163	0.2795322045
164	0.2792798354
165	0.2790097306
166	0.2789146077
167	0.2787714549
168	0.2786477434
169	0.2785174816
170	0.2784668656
171	0.2783652266
172	0.2783075099
173	0.2782655906
174	0.2781827459
175	0.278068055
176	0.2779486989
177	0.2778745969
178	0.2778167494
179	0.2776862681
180	0.2775970385
181	0.277475778
182	0.2773707866
183	0.2772623015
184	0.2771833947
185	0.2771034827
186	0.2769766588
187	0.276908743
188	0.2768292214
189	0.2767555446
190	0.2765900648
191	0.276529431
192	0.2764497294
193	0.2763578283
194	0.2762338724
195	0.2761317131
196	0.2760665
197	0.2759767101
198	0.2757780895
199	0.275720174
200	0.275626453
201	0.2755662074
202	0.2755304124
203	0.2754605091
204	0.2753174859
205	0.2752540459
206	0.2748379011
207	0.2746854887
208	0.2745990572
209	0.2744830628
210	0.2743191447
211	0.2742231459
212	0.2741078313
213	0.2740065084
214	0.2739055268
215	0.2738551733
216	0.2737330119
217	0.2735269303
218	0.273428031
219	0.2733056237
220	0.2731089445
221	0.2730130152
222	0.272944732
223	0.2728661162
224	0.2727634562
225	0.2726318315
226	0.2725699457
227	0.2724727491
228	0.2724367067
229	0.2723730538
230	0.272288377
231	0.2720331447
232	0.2719717494
233	0.2717415804
234	0.2717084167
235	0.2715993305
236	0.2715052662
237	0.2714339842
238	0.2713923879
239	0.271283003
240	0.2712455169
241	0.2711882604
242	0.2711073982
243	0.2710214194
244	0.2708750367
245	0.2707838595
246	0.2707292918
247	0.2706823049
248	0.2705194666
249	0.2704473533
250	0.2703619231
251	0.270278986
252	0.2702412846
253	0.2701612981
254	0.2700732025
255	0.2700137282
256	0.2698952076
257	0.2698119364
258	0.2697483385
259	0.2696511876
260	0.2695808394
261	0.2694656777
262	0.269403466
263	0.2693501174
264	0.2693185928
265	0.2692711207
266	0.2689910433
267	0.2688982823
268	0.268812988
269	0.268740906
270	0.2685613086
271	0.2684541478
272	0.2684060998
273	0.2683765988
274	0.2683115796
275	0.2682512989
276	0.2681775784
277	0.2680729839
278	0.2679891261
279	0.2679233185
280	0.2678578054
281	0.2677858814
282	0.2677481725
283	0.2676826071
284	0.2675694643
285	0.2675162559
286	0.2674731512
287	0.2674177507
288	0.2672943334
289	0.2671535047
290	0.2671042297
291	0.2670750107
292	0.2670488884
293	0.2670092423
294	0.2669794216
295	0.2669108949
296	0.2668094642
297	0.2667505391
298	0.2667058212
299	0.266668033
300	0.2665018738
301	0.2664097223
302	0.2663792653
303	0.2663330423
304	0.2662809734
305	0.2662663254
306	0.2662495008
307	0.2661957075
308	0.2661740936
309	0.2659979309
310	0.2658880923
311	0.2658191325
312	0.2656647178
313	0.2656439023
314	0.2655750664
315	0.2655209144
316	0.2653931397
317	0.2653913777
318	0.2653454785
319	0.2652826793
320	0.2652639193
321	0.2652115673
322	0.2651707396
323	0.2650983253
324	0.2650755409
325	0.2650243738
326	0.264917731
327	0.2648536846
328	0.2648085937
329	0.2647621613
330	0.2647298019
331	0.2646736038
332	0.2646077396
333	0.2645587889
334	0.2645207911
335	0.2644908666
336	0.2644022973
337	0.2642727738
338	0.2641541762
339	0.2640651112
340	0.2640157358
341	0.2639099672
342	0.2638383592
343	0.2637874432
344	0.2637278577
345	0.2636677697
346	0.2636209806
347	0.2635603792
348	0.2634809659
349	0.2634404707
350	0.263439847
351	0.2633468357
352	0.2632986558
353	0.2632380207
354	0.2632181935
355	0.2631411036
356	0.2631033863
357	0.2630638478
358	0.2630214235
359	0.2629603013
360	0.2629159287
361	0.2628216238
362	0.2628077456
363	0.2627325922
364	0.26269609
365	0.2626081994
366	0.2625608424
367	0.2624769654
368	0.2623329175
369	0.2622959547
370	0.2622420499
371	0.2621933766
372	0.2621407822
373	0.2620844401
374	0.2620051138
375	0.2619637126
376	0.2619407087
377	0.261872655
378	0.2618248135
379	0.2618070746
380	0.2617662955
381	0.2617053388
382	0.2616633127
383	0.2616515356
384	0.2615984037
385	0.2615768475
386	0.261538012
387	0.2615026529
388	0.261480556
389	0.2614080344
390	0.2613251612
391	0.2612935769
392	0.2612336188
393	0.261169877
394	0.2611176551
395	0.2610140187
396	0.2609888811
397	0.2609284077
398	0.2609108071
399	0.260901276
400	0.2608428368
401	0.26072131
402	0.2606564698
403	0.2605833197
404	0.2605328658
405	0.2605050023
406	0.2604565084
407	0.2604075931
408	0.2603458827
409	0.2602940326
410	0.2602785726
411	0.2602493911
412	0.2602346201
413	0.2602000604
414	0.2600926985
415	0.2600243993
416	0.2599619838
417	0.2599410412
418	0.2599176334
419	0.2598345492
420	0.2598343134
421	0.2597641674
422	0.2597222761
423	0.259714397
424	0.259637901
425	0.2596225859
426	0.2595683385
427	0.2595609353
428	0.2595218686
429	0.2594611472
430	0.2593931998
431	0.2593586259
432	0.2593245338
433	0.2593176581
434	0.2592996561
435	0.2592278866
436	0.2592004941
437	0.2591598803
438	0.259119372
439	0.2590657483
440	0.2589676084
441	0.2589000605
442	0.258853444
443	0.2587894491
444	0.2587227771
445	0.2587006642
446	0.2586816597
447	0.2586074932
448	0.2585559997
449	0.2585393635
450	0.2585053506
451	0.2583844827
452	0.2583315551
453	0.2582355506
454	0.2582212193
455	0.2581755239
456	0.2581265689
457	0.2580742621
458	0.2580181147
459	0.2579870247
460	0.2579354286
461	0.2579292188
462	0.2579099745
463	0.2578607089
464	0.257769806
465	0.2577249013
466	0.2576909867
467	0.257674928
468	0.2576304659
469	0.2575852154
470	0.2574807569
471	0.2574032148
472	0.2573494299
473	0.2572762244
474	0.2572168131
475	0.257155102
476	0.2570980713
477	0.2570331062
478	0.2569796268
479	0.2569176312
480	0.2568640706
481	0.2568412507
482	0.2567621997
483	0.2567118282
484	0.2566714261
485	0.2566578862
486	0.2565858791
487	0.2564995321
488	0.256443328
489	0.2564266715
490	0.2563703499
491	0.2563258028
492	0.2562770786
493	0.2562668038
494	0.2562399069
495	0.2562004671
496	0.2561354577
497	0.2561123008
498	0.256064932
499	0.2560593407
500	0.256011038
501	0.2559310583
502	0.2558488246
503	0.2558057569
504	0.2557512093
505	0.2557391127
506	0.2557135013
507	0.2556721583
508	0.2556322618
509	0.2555728083
510	0.2555347929
511	0.2555300991
512	0.2554982345
513	0.2554642631
514	0.2554032641
515	0.255368822
516	0.255308139
517	0.2552932935
518	0.2552695041
519	0.2552279665
520	0.2551848638
521	0.2551563393
522	0.2551190448
523	0.2550675699
524	0.2549873199
525	0.254944719
526	0.2548840744
527	0.2548289097
528	0.2547593081
529	0.2547546889
530	0.254708311
531	0.2546560022
532	0.2546010608
533	0.254572077
534	0.2545322799
535	0.2544681423
536	0.2544336743
537	0.2543898233
538	0.2543389886
539	0.2542927899
540	0.2542438985
541	0.2542301126
542	0.2542105616
543	0.2541770242
544	0.2541617291
545	0.2541578685
546	0.2541166154
547	0.2540721408
548	0.2540101127
549	0.254006138
550	0.2539494512
551	0.2539460203
552	0.2539021248
553	0.2538743147
554	0.2538384007
555	0.2538097072
556	0.2537903271
557	0.2537461773
558	0.2536895866
559	0.2536515155
560	0.2536150545
561	0.253611846
562	0.2535504819
563	0.2534815157
564	0.2534306599
565	0.2534277157
566	0.2534046552
567	0.2533563503
568	0.253309755
569	0.2533065397
570	0.2532614554
571	0.253219465
572	0.2531756694
573	0.2530962688
574	0.2530659101
575	0.2530249556
576	0.2529924278
577	0.2529918995
578	0.2529564516
579	0.2529444729
580	0.252911766
581	0.252874861
582	0.2528571737
583	0.2528502096
584	0.2528012978
585	0.252755996
586	0.2527332006
587	0.2526767357
588	0.2526276164
589	0.2525901638
590	0.2525498056
591	0.252537815
592	0.2524722832
593	0.2524640039
594	0.2523974034
595	0.2523518139
596	0.2523152256
597	0.2522980866
598	0.2522757174
599	0.2522177054
600	0.2521582619
601	0.2521185311
602	0.252088851
603	0.2520552168
604	0.2520290472
605	0.2519555828
606	0.2519177734
607	0.2518900012
608	0.2518191949
609	0.2518027869
610	0.2517439044
611	0.251704549
612	0.2516539191
613	0.2515951073
614	0.2515217825
615	0.2515062681
616	0.2514962328
617	0.2514175415
618	0.251385391
619	0.2513763548
620	0.2512899539
621	0.2512574817
622	0.2511990868
623	0.2511501806
624	0.2511099859
625	0.2510553033
626	0.2510358403
627	0.2509909864
628	0.2509450114
629	0.2509086186
630	0.250870523
631	0.250819032
632	0.2507748108
633	0.2507389024
634	0.2507051502
635	0.2506452485
636	0.2506065151
637	0.2505547322
638	0.2505306916
639	0.2505096106
640	0.250501707
641	0.2504919725
642	0.2504768967
643	0.2504554167
644	0.2504269769
645	0.2503784
646	0.2503333689
647	0.2503067643
648	0.2502756293
649	0.2502117294
650	0.2502006531
651	0.2501981491
652	0.2501209585
653	0.2501002288
654	0.2500736786
655	0.2500503294
656	0.2499923694
657	0.2499426703
658	0.2499227367
659	0.2499227202
660	0.2498957895
661	0.2498549389
662	0.2498312026
663	0.2498228463
664	0.2498028664
665	0.2497476416
666	0.2497359395
667	0.2496672729
668	0.2496512966
669	0.2496231849
670	0.2495947227
671	0.2495827625
672	0.2495642382
673	0.2495347669
674	0.2495346128
675	0.249502337
676	0.2494559809
677	0.2494269382
678	0.2493749895
679	0.249325431
680	0.2492979036
681	0.2492494336
682	0.2492178079
683	0.2491423515
684	0.2491095186
685	0.2490594688
686	0.2490114949
687	0.2489866843
688	0.2489423662
689	0.2488586477
690	0.2488225892
691	0.2487814337
692	0.2487509009
693	0.2487244093
694	0.2487064149
695	0.2486715926
696	0.2486264514
697	0.2485744008
698	0.2485419296
699	0.2484782523
700	0.2484642348
701	0.2484079491
702	0.2483235967
703	0.2482893767
704	0.248237309
705	0.2481854264
706	0.2481434323
707	0.2480739815
708	0.2479980428
709	0.2479726913
710	0.2479602685
711	0.2479464043
712	0.2479031495
713	0.2478577667
714	0.2478296191
715	0.247776174
716	0.2477356987
717	0.2476717586
718	0.2476440198
719	0.2475896022
720	0.2475269229
721	0.2474914712
722	0.2474646507
723	0.2474129107
724	0.2473637278
725	0.2473174815
726	0.2472264086
727	0.2472040782
728	0.2471523183
729	0.2470990964
730	0.2470532728
731	0.2470117245
732	0.2469406236
733	0.2469181915
734	0.2468708865
735	0.2468157341
736	0.2467575636
737	0.2467281364
738	0.2466884943
739	0.2466123328
740	0.246594556
741	0.2465308016
742	0.2465274242
743	0.2465224772
744	0.2465127898
745	0.2464701897
746	0.2464062163
747	0.2463796528
748	0.2463262427
749	0.24630854
750	0.2462695181
751	0.2462343596
752	0.2462072836
753	0.246169134
754	0.2461099878
755	0.2460854767
756	0.2460446354
757	0.2460201607
758	0.2459807778
759	0.2459311076
760	0.2458723463
761	0.2458313042
762	0.2457894387
763	0.2457663603
764	0.2457102225
765	0.2456753917
766	0.2456374667
767	0.2456002738
768	0.2455675768
769	0.2454973503
770	0.2454698818
771	0.2454133876
772	0.2453749816
773	0.2453269001
774	0.2453063775
775	0.245297731
776	0.2452750324
777	0.2452429729
778	0.2452204052
779	0.245185755
780	0.2451250027
781	0.245059752
782	0.2450468295
783	0.2450259622
784	0.2449293697
785	0.2448849362
786	0.2448708725
787	0.2448246211
788	0.2447856785
789	0.2447699779
790	0.2447654048
791	0.2447313807
792	0.2447207528
793	0.2446914851
794	0.2446737621
795	0.2446438174
796	0.2446213631
797	0.2445950924
798	0.2445648706
799	0.2445564422
800	0.2445474986
801	0.2444769495
802	0.244433051
803	0.2443954165
804	0.2443355817
805	0.2442679689
806	0.2442091461
807	0.244178264
808	0.2441462756
809	0.2440895176
810	0.2440609008
811	0.2440320212
812	0.2440082654
813	0.2440015022
814	0.2439526362
815	0.2439270665
816	0.243920677
817	0.2438909849
818	0.2438621279
819	0.2438467596
820	0.2438192408
821	0.2438123437
822	0.2437671907
823	0.24373217
824	0.2437078709
825	0.243699999
826	0.2436663812
827	0.2436423702
828	0.2436125297
829	0.243577371
830	0.2435298735
831	0.2434670959
832	0.243415805
833	0.2433764623
834	0.2433417266
835	0.2433040941
836	0.2432663854
837	0.2432496403
838	0.2432296184
839	0.2432255346
840	0.2432018638
841	0.2431762123
842	0.2431439959
843	0.2431184562
844	0.2431065643
845	0.2430777902
846	0.2430344773
847	0.2430187857
848	0.2429995629
849	0.2429355396
850	0.2429187813
851	0.2428569888
852	0.2428439217
853	0.2428231788
854	0.2428158949
855	0.2427769715
856	0.2427519274
857	0.2427309559
858	0.2427180695
859	0.2426962692
860	0.2426696672
861	0.2426618516
862	0.2426418655
863	0.2426249773
864	0.2425847043
865	0.2425143141
866	0.2424795696
867	0.2424465002
868	0.2424084025
869	0.2424047442
870	0.242390315
871	0.2423631129
872	0.2423089463
873	0.2422628425
874	0.2422418129
875	0.2422061847
876	0.2421729196
877	0.242162894
878	0.2421383382
879	0.2421095473
880	0.2420876473
881	0.2420384535
882	0.2420118885
883	0.2419887524
884	0.2419823534
885	0.2419607602
886	0.2419425958
887	0.2419129021
888	0.2418802227
889	0.2418425181
890	0.2418214181
891	0.2417904107
892	0.2417335323
893	0.2416877406
894	0.2416710125
895	0.2416355044
896	0.2416139219
897	0.2416081436
898	0.2415970986
899	0.2415600137
900	0.241528224
901	0.2414999801
902	0.2414892544
903	0.2414566633
904	0.2414279651
905	0.2414092831
906	0.2413717642
907	0.241325243
908	0.2413144462
909	0.2412905846
910	0.2412691631
911	0.2412418015
912	0.2412095751
913	0.2411880091
914	0.2411742012
915	0.2411692289
916	0.2411446072
917	0.2411005585
918	0.241074631
919	0.2410304179
920	0.2409990296
921	0.2409517487
922	0.2409309712
923	0.2409117736
924	0.2409040895
925	0.240874885
926	0.2408342673
927	0.2408337737
928	0.2408199732
929	0.2407836356
930	0.2407633243
931	0.2407412538
932	0.240704115
933	0.2406403288
934	0.2406284767
935	0.2405843109
936	0.2405353301
937	0.2405193954
938	0.2405070839
939	0.2404982088
940	0.2404781313
941	0.2404586198
942	0.2404255392
943	0.2403835839
944	0.2403421484
945	0.240275374
946	0.240263161
947	0.2402541602
948	0.2402200228
949	0.2401767413
950	0.2401477892
951	0.2401276468
952	0.2401084626
953	0.2400768021
954	0.2400433508
955	0.2399978312
956	0.2399646049
957	0.2399348445
958	0.2399313692
959	0.2399166574
960	0.2398957702
961	0.2398714748
962	0.239860953
963	0.2398355147
964	0.2398222584
965	0.2398086364
966	0.2397800365
967	0.2397615317
968	0.2397419938
969	0.2397122158
970	0.2396975052
971	0.239672603
972	0.2396391768
973	0.2396013789
974	0.2395698174
975	0.2395394811
976	0.2395064456
977	0.2394530714
978	0.2394192011
979	0.2394030977
980	0.2393707228
981	0.2393540604
982	0.2393479444
983	0.2393261476
984	0.2393059446
985	0.2392658073
986	0.2392039101
987	0.2391656722
988	0.2391576681
989	0.2391525092
990	0.239094657
991	0.2390790743
992	0.2390596073
993	0.2390353822
994	0.2390224364
995	0.2390188187
996	0.238990473
997	0.2389795554
998	0.2389411153
999	0.2389130563
